# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 26 17:25:21 2020
#
# User preference: *
#
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_discmethod,pl_orbper,pl_rade
Radial Velocity,968.80000000,
Radial Velocity,439.29999000,
Radial Velocity,17.04310000,
Radial Velocity,841.00000000,
Radial Velocity,1278.00000000,
Radial Velocity,184.20000000,
Radial Velocity,144.30000000,
Radial Velocity,499.48000000,
Radial Velocity,232.08000000,
Transit,9.12050000,2.466
Radial Velocity,57.43500000,
Radial Velocity,6.67389200,
Radial Velocity,147.74700000,
Radial Velocity,981.80000000,
Radial Velocity,41.51600000,
Transit,15.57209800,
Transit,31.70648000,
Transit,1114.00000000,
Transit,,
Transit,1084.00000000,
Radial Velocity,345.72000000,
Radial Velocity,9017.76000000,
Radial Velocity,7.76000000,
Radial Velocity,15.14400000,
Radial Velocity,8.13520000,
Radial Velocity,32.03000000,
Radial Velocity,431.70000000,
Radial Velocity,124.60000000,
Radial Velocity,28.12500000,
Radial Velocity,67.30000000,
Imaging,,16.814
Radial Velocity,1084.50000000,
Radial Velocity,2556.50000000,
Radial Velocity,88.90000000,
Radial Velocity,2131.80000000,
Radial Velocity,17337.50000000,
Radial Velocity,87.19000000,
Radial Velocity,822.30000000,
Imaging,,
Imaging,,
Radial Velocity,111.70000000,
Radial Velocity,1560.20000000,
Radial Velocity,5.05050000,
Radial Velocity,1058.80000000,
Imaging,,11.777
Imaging,,12.442
Radial Velocity,27000.00000000,
Radial Velocity,302.79999000,
Transit,3.58599000,2.085
Transit,5.97293000,1.939
Transit,11.23000000,2.164
Imaging,170000.00000000,13.000
Imaging,69000.00000000,13.000
Imaging,37000.00000000,13.000
Imaging,,13.115
Eclipse Timing Variations,2390.00000000,
Eclipse Timing Variations,4368.00000000,
Eclipse Timing Variations,4640.00000000,
Radial Velocity,734.00000000,
Transit,19.30440000,3.840
Transit,1.67383300,3.590
Transit,14.67728600,2.000
Transit,9.91561500,1.300
Transit,1.97423800,1.960
Transit,8.26770400,3.370
Transit,3.31395900,15.980
Transit,4.73399900,5.330
Transit,39.93767000,7.550
Transit,13.86387000,2.560
Transit,5.35117000,1.900
Transit,5.81768500,12.140
Transit,11.39101300,10.670
Transit,20.27261500,12.060
Transit,4.65541100,0.690
Transit,1.29160000,2.030
Transit,5.44401700,2.060
Transit,50.92092000,2.540
Transit,7.72728300,2.530
Transit,8.28212000,2.330
Transit,9.56274200,2.010
Transit,5.18576100,7.500
Transit,2.21928200,1.210
Transit,30.95152400,2.760
Transit,6.41365100,2.900
Transit,21.75026400,2.180
Transit,7.38565500,1.970
Transit,3.58816300,8.370
Transit,5.67581900,1.420
Transit,8.23949300,1.040
Transit,39.91488000,1.890
Transit,2.49412000,1.250
Transit,0.36931000,1.700
Transit,9.17510000,14.572
Transit,3.07133000,1.340
Transit,4.86784000,1.603
Transit,11.02454000,2.003
Transit,26.58410000,1.730
Transit,7.97529200,0.990
Transit,17.30713700,2.910
Transit,25.57506500,1.450
Transit,0.17971500,0.890
Transit,2.35322000,1.570
Transit,3.55987000,2.520
Transit,5.40478000,2.660
Transit,8.26144000,3.290
Transit,12.75759000,2.810
Transit,28.38061900,9.110
Transit,8.36802000,4.810
Transit,6.56918000,12.250
Transit,0.28032440,1.510
Transit,7.74850000,7.000
Transit,2.64460000,2.050
Transit,4.00498000,2.190
Transit,0.96191700,1.380
Transit,4.38395000,1.330
Transit,6.92260000,1.730
Transit,9.75790000,1.640
Transit,11.33200000,1.640
Transit,11.81040000,2.480
Transit,10.59357000,2.000
Transit,3.83547600,1.490
Transit,32.64790000,2.290
Transit,7.51574000,2.000
Transit,3.67626000,1.990
Transit,7.95486000,2.070
Transit,6.34200000,1.800
Transit,13.85000000,2.600
Transit,40.71800000,1.900
Transit,0.81314000,1.150
Transit,0.36525700,1.055
Transit,10.06049000,2.640
Transit,5.90279000,1.280
Transit,12.42205000,2.260
Transit,7.61880000,2.020
Transit,19.07863000,2.540
Transit,3.70587100,3.178
Transit,9.28318800,6.117
Transit,9.45889000,1.440
Transit,6.67311700,2.466
Transit,17.35506600,3.249
Transit,2.35499200,1.274
Transit,4.38274500,1.554
Transit,14.10136100,2.648
Transit,8.52695000,2.190
Transit,9.97748100,2.819
Transit,15.85230000,1.860
Transit,6.38080300,1.273
Transit,17.96753000,2.230
Transit,7.57654400,1.418
Transit,12.40004700,1.802
Transit,5.62846600,2.687
Transit,14.31694100,1.666
Transit,29.62682000,3.206
Transit,5.86869900,1.608
Transit,19.56230700,2.600
Transit,9.52598800,2.038
Transit,5.32943900,1.491
Transit,14.15518500,2.116
Transit,8.74781800,3.558
Transit,5.17219100,2.513
Transit,32.93962300,2.370
Radial Velocity,8.96200000,
Transit,8.86720900,2.310
Transit,6.89425600,2.840
Transit,4.73683700,2.760
Transit,0.46926900,2.599
Transit,10.79263500,2.870
Transit,22.63196400,2.860
Transit,16.99573100,1.550
Transit,10.61664600,1.313
Transit,41.47421900,3.172
Transit,0.77392000,1.300
Transit,2.87204200,1.800
Transit,7.14921000,3.170
Transit,13.60987800,2.380
Transit,1.74216900,1.350
Transit,7.81025300,2.830
Transit,2.58830900,1.520
Transit,6.67919500,2.500
Transit,7.91940000,7.740
Transit,11.90715000,4.860
Transit,2.50856000,1.140
Transit,10.09885800,1.357
Transit,21.57402300,1.093
Transit,2.85864600,1.579
Transit,4.16281700,1.520
Transit,14.78688900,3.950
Transit,39.72138600,3.642
Transit,15.85297500,3.130
Transit,28.48278600,2.576
Transit,48.32422200,3.600
Transit,8.35788100,2.560
Transit,17.04286830,4.189
Transit,3.35960550,1.423
Transit,7.45001770,2.438
Transit,3.22533800,1.870
Transit,7.37469400,2.780
Transit,2.84988300,1.364
Transit,1.05979000,1.400
Transit,22.77987800,3.286
Transit,3.40516400,2.302
Transit,9.69510100,1.371
Transit,7.05578400,3.046
Transit,26.67226300,1.996
Transit,18.29454900,2.795
Transit,12.48749000,2.606
Transit,4.19094800,1.679
Transit,2.08061500,0.869
Transit,9.32503800,1.840
Transit,15.50192000,2.490
Transit,0.57023300,0.819
Transit,0.66955800,1.375
Transit,9.79551000,2.520
Transit,8.13087000,1.514
Transit,8.59680200,2.430
Transit,8.26964800,2.124
Transit,2.17480000,1.750
Transit,14.07452400,3.579
Transit,8.67988500,2.569
Transit,3.90128700,1.348
Transit,6.66767000,1.438
Transit,11.13727800,2.576
Transit,0.38107800,2.500
Transit,13.68325600,2.390
Transit,2.39909400,1.679
Transit,15.38706300,2.390
Transit,0.50565000,0.890
Transit,4.56327000,1.570
Transit,4.47904000,1.560
Transit,10.09489000,2.410
Transit,15.87209000,3.490
Transit,3.27108000,1.540
Transit,13.62183200,1.666
Transit,2.69828000,1.210
Transit,0.58426000,1.140
Transit,8.32727000,2.030
Transit,2.86041000,1.960
Transit,13.84190100,2.500
Transit,11.16845400,11.209
Transit,2.46746000,1.398
Transit,7.06142000,1.335
Transit,24.36620000,2.640
Transit,2.18055770,18.405
Transit,3.20466000,14.572
Transit,5.24000000,1.100
Transit,7.77500000,1.000
Transit,10.11500000,1.100
Transit,20.88977000,5.400
Transit,42.33910000,7.500
Transit,6.03400000,2.000
Transit,20.52300000,1.800
Transit,26.81990000,2.550
Transit,6.51389000,2.540
Transit,11.54182000,2.170
Transit,24.94598000,2.010
Transit,21.06884000,1.750
Transit,11.89307000,4.340
Transit,5.76918000,3.490
Transit,2.25021000,2.120
Transit,6.49424000,2.190
Transit,7.17256000,2.570
Transit,12.40900000,2.790
Transit,3.48455200,3.430
Transit,4.01457000,2.440
Transit,9.30075000,2.350
Transit,13.81513000,1.740
Transit,4.00167000,12.670
Transit,4.09639000,1.630
Transit,12.11839000,2.190
Transit,1.96417000,2.900
Transit,5.52011000,2.630
Transit,1.60588000,0.830
Transit,19.09210000,3.000
Transit,15.48043000,2.320
Transit,14.56650000,2.670
Transit,2.62666570,17.396
Transit,11.63344000,9.528
Transit,50.81894700,2.410
Transit,5.84000200,2.231
Transit,19.66030200,2.668
Transit,2.36917200,1.710
Transit,0.65852400,3.300
Transit,7.81400000,0.705
Transit,14.69700000,2.930
Transit,19.48200000,2.730
Transit,2.15189400,1.410
Transit,9.32684100,2.690
Transit,4.14496500,1.570
Transit,6.77131500,4.480
Transit,1.54306900,1.380
Transit,4.40002800,2.950
Transit,8.56242100,7.280
Transit,14.45353300,2.910
Transit,11.71633200,4.420
Transit,14.12971400,2.200
Transit,3.28096100,2.240
Transit,8.43875600,2.340
Transit,18.71826900,3.770
Transit,6.32676300,2.070
Transit,3.33496600,2.980
Transit,7.12260500,1.210
Transit,2.26045500,2.320
Transit,19.89520200,7.670
Transit,8.68772100,8.180
Transit,4.16983600,2.820
Transit,1.92103600,3.520
Transit,4.79506900,2.780
Transit,3.47174500,2.590
Transit,7.13804800,3.530
Transit,10.45582000,2.480
Transit,14.76289000,1.950
Transit,27.35900000,2.100
Transit,14.89329100,9.494
Transit,31.39346300,1.900
Transit,13.15696900,9.100
Transit,3.25883210,13.339
Transit,9.21165000,3.060
Transit,48.36685000,11.276
Transit,2.22517700,1.589
Transit,13.12250000,2.450
Transit,2.50387000,1.660
Transit,4.02486700,10.054
Transit,10.05449000,2.180
Transit,24.64354000,1.850
Transit,44.55983000,1.510
Transit,4.09850300,11.646
Transit,3.38628000,9.916
Transit,1.25785000,11.882
Transit,8.99182800,4.960
Transit,20.66186000,2.740
Transit,31.71420000,3.270
Transit,4.34882000,1.010
Transit,5.42486500,5.040
Transit,2.99563300,13.960
Transit,5.60835200,1.930
Transit,2.39996400,1.320
Transit,1.42261400,1.430
Transit,5.34088800,3.200
Transit,4.44117000,1.610
Transit,6.42904000,2.750
Transit,14.09189000,2.730
Transit,4.01593000,1.906
Transit,10.56103000,2.420
Transit,4.60543000,6.277
Transit,10.00341700,2.100
Transit,6.68796000,2.150
Transit,3.47114900,4.510
Transit,2.19888400,2.420
Transit,5.65688000,2.720
Transit,1.72926840,6.710
Transit,19.15410000,2.050
Transit,31.63720000,1.890
Transit,20.50650000,2.240
Transit,2.77065000,1.930
Transit,5.73594000,1.910
Transit,10.93241000,2.260
Transit,8.75290000,1.590
Transit,3.53505500,18.000
Transit,12.20772000,2.600
Transit,9.78430000,1.150
Transit,2.84925800,3.820
Transit,9.00630000,2.100
Transit,7.05254000,2.680
Transit,2.53726000,1.620
Transit,22.88270000,1.710
Transit,20.69210000,2.410
Transit,11.29540000,2.300
Transit,30.94191000,2.500
Transit,3.00265000,7.656
Transit,2.57302000,2.480
Transit,6.67202000,2.140
Transit,16.19660000,2.140
Transit,20.25700000,3.220
Transit,25.45560000,3.900
Transit,6.53044000,2.070
Transit,12.64750000,1.580
Transit,5.06963000,2.490
Transit,8.05428000,1.580
Transit,7.06599000,2.320
Transit,28.67992000,2.670
Transit,13.97896000,2.890
Transit,6.98541000,2.150
Transit,5.57721200,1.080
Transit,15.18903400,1.160
Transit,7.76017800,1.010
Transit,24.15886800,1.290
Transit,7.49543000,2.450
Transit,19.56660000,2.310
Transit,7.81420000,2.670
Transit,18.31100000,2.770
Transit,8.19979600,2.300
Transit,10.99573000,3.690
Transit,10.35239000,3.580
Transit,5.06416000,2.410
Transit,19.09180000,2.010
Transit,5.60500000,1.470
Transit,28.86725300,2.552
Transit,6.10232500,1.970
Transit,2.74697000,1.244
Transit,9.99767000,1.483
Transit,6.42150000,2.410
Transit,27.86000000,2.030
Transit,0.68453300,1.010
Transit,8.77683000,1.960
Transit,9.72661800,7.600
Transit,4.61220000,1.230
Transit,1.09602600,0.615
Transit,18.44980000,2.250
Transit,13.73331400,2.600
Transit,2.90070600,1.300
Transit,1.41954900,1.100
Transit,10.13401600,3.880
Transit,8.40672600,10.610
Transit,10.13644800,5.200
Transit,18.25198500,11.730
Transit,1.21751400,12.442
Transit,4.16627390,15.681
Transit,4.73610000,15.132
Transit,5.03162300,19.952
Transit,1.71005660,19.537
Transit,3.32944000,19.504
Transit,0.96899510,15.861
Transit,3.08017160,17.094
Transit,2.87175180,17.598
Transit,4.61170930,21.409
Transit,4.11379000,15.132
Transit,3.47410850,19.515
Transit,3.61276470,17.777
Transit,2.25525100,14.830
Transit,5.55149260,14.258
Transit,2.70339000,17.486
Transit,2.98959320,19.044
Transit,7.84570000,14.572
Radial Velocity,1276.00000000,
Transit,2.73477000,17.934
Transit,3.24406000,18.159
Transit,1.48112350,21.196
Orbital Brightness Modulation,0.21970000,
Orbital Brightness Modulation,0.32528000,
Orbital Brightness Modulation,0.81161000,
Transit,854.08300000,5.500
Transit,1322.30000000,6.900
Eclipse Timing Variations,237.68977000,
Transit,440.78130000,6.400
Transit,1320.10000000,6.600
Pulsation Timing Variations,840.00000000,
Transit,31.80990000,4.100
Transit,75.20000000,2.400
Transit,572.38470000,4.600
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Transit,17.85518200,13.787
Transit,86.64766100,10.540
Transit,1.76358800,16.948
Transit,10.95416000,3.780
Transit Timing Variations,22.33950000,
Transit,20.44150000,1.900
Transit,13.60880000,1.900
Transit,3.90512000,12.442
Transit,7.00815100,1.310
Transit,8.71937500,1.190
Transit,59.73667000,2.870
Transit,91.93913000,2.660
Transit,124.91440000,2.880
Transit,210.60697000,8.100
Transit,331.60059000,11.300
Transit,141.24167100,11.097
Orbital Brightness Modulation,0.24010400,0.759
Orbital Brightness Modulation,0.34288700,0.867
Transit,3.74320800,1.710
Transit,10.42364800,4.320
Transit,22.34298900,11.270
Transit,54.32031000,6.560
Transit,1.70629100,11.545
Radial Velocity,121.54000000,
Transit,0.83749100,1.481
Transit,45.29460000,
Transit,6.88705000,1.320
Transit,12.81590000,2.200
Transit,35.33310000,1.610
Transit,120.01812720,4.760
Transit,14.30511983,3.150
Transit,4.33642933,1.710
Transit,3.55485691,1.780
Transit,5.28789787,6.280
Transit,6.49801525,1.500
Transit,19.76172042,1.540
Transit,5.18500207,1.440
Transit,12.43931193,1.280
Transit,11.35011917,2.170
Transit,3.48768120,5.770
Transit,6.02976000,1.250
Transit,34.26857050,2.320
Transit,5.75322197,2.870
Transit,5.50860439,1.290
Transit,18.93054959,2.150
Transit,16.57110363,2.390
Transit,16.00494214,3.550
Transit,1.95452434,2.180
Transit,105.65513690,3.680
Transit,7.23400469,1.990
Transit,49.10135140,2.580
Transit,1.41122985,1.460
Transit,5.28696000,0.470
Transit,7.07142000,0.580
Transit,10.31170000,1.180
Transit,16.14570000,2.220
Transit,27.45360000,0.880
Transit,96.91514960,2.280
Transit,13.47469571,2.330
Transit,10.99469878,2.360
Transit,62.13877140,2.630
Transit,66.41621330,3.910
Transit,37.32294930,1.980
Transit,36.51560530,2.210
Transit,1.90780520,0.890
Transit,2.51462432,1.330
Transit,4.41769648,1.260
Transit,15.96540000,3.370
Transit,179.61200000,5.140
Transit,19.32952416,2.480
Transit,1.22621732,0.870
Transit,3.29011795,1.870
Transit,7.56052806,2.510
Transit,12.12400943,2.260
Transit,2.71407755,1.170
Transit,122.88080580,3.010
Transit,1.06378867,1.280
Transit,148.46033820,3.530
Transit,0.93488424,1.460
Transit,11.42754800,3.100
Transit,23.66820500,3.130
Transit,51.75539400,3.580
Transit,201.12140000,2.080
Transit,24.75764210,2.940
Transit,10.13202575,2.190
Transit,38.50533980,2.550
Transit,6.77408868,2.670
Transit,26.41045478,2.690
Transit,14.37508035,1.710
Transit,56.18868870,2.090
Transit,3.18897601,0.990
Transit,6.92101021,1.610
Transit,3.27346074,0.950
Transit,5.41220000,4.810
Transit,7.12620000,1.310
Transit,15.37875460,1.600
Transit,21.12845690,1.480
Transit,25.96200249,3.400
Transit,34.85382760,2.930
Transit,2.41435165,0.980
Transit,4.30655689,2.630
Transit,2.29503623,1.230
Transit,27.49560600,3.010
Transit,14.08827448,3.360
Transit,110.96546000,2.720
Transit,3.76419105,1.730
Transit,6.16486000,0.820
Transit,13.57080000,2.500
Transit,23.98020000,0.950
Transit,43.84450000,2.560
Transit,46.87793670,2.380
Transit,2.75798267,1.980
Transit,9.30412078,1.760
Transit,14.07971466,1.490
Transit,16.54080322,1.550
Transit,3.60930891,3.730
Transit,2.37030743,1.600
Transit,1.93155984,2.360
Transit,0.76212926,0.800
Transit,16.92344113,3.630
Transit,23.89902960,1.600
Transit,3.18002180,1.536
Transit,4.90145200,1.597
Transit,7.95839000,0.860
Transit,14.74914300,2.903
Transit,6.22161470,1.730
Transit,6.17998440,2.380
Transit,1.56906650,1.580
Transit,8.67888593,2.300
Transit,4.02582254,1.640
Transit,5.94566534,1.250
Transit,1.52372816,1.420
Transit,6.14727918,0.800
Transit,34.35118740,2.770
Transit,3.00725242,1.900
Transit,13.24503188,1.630
Transit,49.18392100,8.650
Transit,190.32349400,8.180
Transit,77.25483960,3.280
Transit,3.85691855,1.010
Transit,1.54320660,1.120
Transit,33.41779930,3.360
Transit,2.05333679,1.110
Transit,219.32175280,7.220
Transit,18.78425728,2.440
Transit,161.51633450,2.940
Transit,0.69384285,0.610
Transit,23.12748644,1.420
Transit,5.13248562,1.830
Transit,6.48163000,2.370
Transit,21.22270000,2.520
Transit,198.68017900,2.250
Transit,1.43474156,1.460
Transit,58.60179250,2.070
Transit,25.08246260,1.950
Transit,89.72229200,1.960
Transit,78.10002310,3.180
Transit,4.27103091,1.210
Transit,2.89221751,1.240
Transit,187.74702900,3.260
Transit,2.54307286,1.300
Transit,2.16845259,2.830
Transit,10.30390000,1.800
Transit,13.02410000,2.870
Transit,22.68450000,3.120
Transit,31.99960000,4.190
Transit,46.68880000,2.490
Transit,118.38070000,3.330
Transit,12.69111200,1.830
Transit,31.71977500,2.210
Transit,6.42200058,1.750
Transit,81.31510590,2.470
Transit,51.32856230,2.660
Transit,19.79191978,2.270
Transit,5.03728015,1.230
Transit,4.42157218,2.010
Transit,1.25275217,1.650
Transit,0.57103852,1.340
Transit,4.51005748,1.460
Transit,37.64673840,2.190
Transit,3.34181500,1.580
Transit,224.78460800,7.300
Transit,9.69312032,2.660
Transit,8.79617863,2.000
Transit,14.36267939,3.020
Transit,42.30049540,2.810
Transit,14.97435694,1.350
Transit,23.55407250,1.700
Transit,41.69778270,2.540
Transit,4.79028459,1.110
Transit,38.67150750,2.740
Transit,8.32651530,1.920
Transit,8.40887800,2.360
Transit,28.57426300,2.400
Transit,2.94902905,1.380
Transit,13.15141081,1.910
Transit,42.19173570,2.040
Transit,4.33946454,1.670
Transit,2.85234897,1.280
Transit,17.67006420,1.840
Transit,108.59332900,1.730
Transit,5.12330347,1.960
Transit,61.61781670,3.650
Transit,24.33978040,2.960
Transit,76.53695860,2.730
Transit,4.75400000,1.820
Transit,8.92507000,2.180
Transit,5.45298175,0.800
Transit,3.53232449,1.590
Transit,62.89162280,2.350
Transit,11.55562343,1.970
Transit,17.13263989,2.640
Transit,76.95785700,1.850
Transit,2.36172433,1.640
Transit,23.92107910,2.200
Transit,3.17060005,1.700
Transit,0.81316672,1.190
Transit,5.18854900,1.260
Transit,8.04100000,1.600
Transit,11.77600000,2.530
Transit,24.08627070,2.770
Transit,2.34451194,0.820
Transit,18.30272480,1.470
Transit,2.88890485,1.670
Transit,210.63059100,3.600
Transit,17.14647302,1.990
Transit,3.97076766,1.400
Transit,2.35226580,1.230
Transit,10.62784997,2.610
Transit,1.10446351,1.690
Transit,3.73089898,1.440
Transit,2.40367900,1.090
Transit,8.99088900,2.600
Transit,2.78786839,1.020
Transit,65.64784240,2.220
Transit,1.64680191,0.870
Transit,1.75583533,1.730
Transit,5.18561420,2.340
Transit,8.45808312,2.360
Transit,33.46974300,2.030
Transit,11.89520511,1.320
Transit,4.45743164,1.090
Transit,13.53962930,2.340
Transit,22.70816791,2.370
Transit,5.96873400,3.420
Transit,13.07163000,2.300
Transit,7.97034958,2.140
Transit,10.71252541,2.130
Transit,32.56370690,2.210
Transit,6.11786898,1.030
Transit,3.97599768,1.120
Transit,9.47852200,1.550
Transit,33.24068820,1.690
Transit,1.00393374,1.710
Transit,55.82265390,2.500
Transit,6.11009134,0.940
Transit,18.79592280,8.059
Transit,50.79039100,12.341
Transit,9.98969327,2.410
Transit,1.44259224,2.560
Transit,26.02044230,3.200
Transit,0.76985360,0.890
Transit,6.89225223,1.590
Transit,37.94563000,2.990
Transit,24.17385790,2.450
Transit,106.24754700,1.900
Transit,31.80634000,1.070
Transit,2.68505749,1.320
Transit,7.51849600,1.960
Transit,20.17202000,7.680
Transit,16.86012860,1.990
Transit,4.89337519,1.570
Transit,11.17394617,2.410
Transit,28.50571890,2.820
Transit,53.59910440,2.680
Transit,104.35189760,1.330
Transit,16.07677615,2.230
Transit,18.87064068,2.610
Transit,17.13695430,2.080
Transit,3.78858982,1.770
Transit,2.42208200,3.600
Transit,4.12510300,0.920
Transit,10.45843441,1.330
Transit,5.60014851,1.510
Transit,25.20347870,2.360
Transit,2.83265213,1.320
Transit,16.22371307,1.510
Transit,8.49642241,2.080
Transit,66.18490310,2.230
Transit,2.03231845,1.250
Transit,7.68477160,1.470
Transit,15.04471980,1.150
Transit,4.43796290,19.661
Transit,6.31250100,2.150
Transit,12.79458500,1.530
Transit,1.11854972,1.060
Transit,15.18725932,2.290
Transit,28.68513240,2.940
Transit,0.58800076,1.060
Transit,85.73502850,3.050
Transit,1.07839035,1.410
Transit,1.21699766,1.640
Transit,13.68237119,1.620
Transit,11.08507637,2.320
Transit,25.36911600,1.510
Transit,3.17742200,2.340
Transit,41.00801100,2.270
Transit,8.07124073,1.700
Transit,11.01816836,2.550
Transit,12.94130146,2.140
Transit,5.34982412,1.190
Transit,18.82634264,2.360
Transit,4.76703963,1.220
Transit,4.37034536,1.390
Transit,2.03232507,1.990
Transit,22.92212660,1.440
Transit,16.10467749,2.120
Transit,5.76619300,2.340
Transit,12.46598800,5.870
Transit,21.58747500,2.200
Transit,37.99327300,2.600
Transit Timing Variations,56.26800000,1.750
Transit,7.42693741,1.520
Transit,12.00096042,1.880
Transit,1.91694425,0.790
Transit,16.30125900,1.220
Transit,13.32351601,1.330
Transit,7.01075434,1.820
Transit,17.29234530,1.450
Transit,94.28875770,2.290
Transit,0.57736958,1.540
Transit,86.82898900,1.400
Transit,17.23236600,2.940
Transit,26.69507400,1.480
Transit,9.95661537,2.710
Transit,10.41725184,1.420
Transit,26.78391830,1.930
Transit,45.12630420,2.600
Transit,11.94014029,2.810
Transit,4.16055856,0.790
Transit,31.05716180,2.140
Transit,84.57332260,2.860
Transit,4.14787559,1.930
Transit,5.19104016,2.900
Transit,3.41049300,0.730
Transit,13.82137500,1.750
Transit,30.95085100,1.110
Transit,4.86638150,1.150
Transit,18.55257010,2.630
Transit,13.62798432,2.260
Transit,16.83207290,1.750
Transit,3.70428172,1.350
Transit,4.35409304,1.440
Transit,2.93658468,1.440
Transit,11.32271513,1.360
Transit,13.71220213,2.330
Transit,7.46725407,1.180
Transit,24.33471270,2.380
Transit,4.16438900,2.370
Transit,5.77446400,0.740
Transit,2.60754383,1.920
Transit,45.09046430,1.840
Transit,15.05403290,1.670
Transit,68.88619150,1.330
Transit,9.99113313,1.550
Transit,3.60084276,1.300
Transit,5.72717226,1.310
Transit,36.29193360,2.320
Transit,12.41277540,1.490
Transit,2.66831376,1.520
Transit,0.98494017,0.860
Transit,0.66308526,1.430
Transit,10.49571100,1.520
Transit,21.86974100,1.580
Transit,100.28313400,2.500
Transit,19.11877530,1.770
Transit,48.43089910,2.260
Transit,8.67900242,1.820
Transit,4.55139967,1.140
Transit,0.96852602,1.180
Transit,6.49441289,1.350
Transit,28.47474800,2.580
Transit,13.03139450,3.010
Transit,40.99039860,2.030
Transit,37.33315360,1.630
Transit,14.43588900,1.400
Transit,29.39319500,2.660
Transit,48.63040800,2.640
Transit,6.03356196,3.320
Transit,3.02559550,1.480
Transit,51.13097040,2.370
Transit,28.62565300,2.490
Transit,6.98152703,1.420
Transit,3.65691115,1.480
Transit,12.57200950,1.190
Transit,40.83650120,1.600
Transit,3.23941344,1.010
Transit,23.47741010,1.750
Transit,15.09000000,1.430
Transit,22.80400000,1.340
Transit,66.55790570,1.870
Transit,3.11602791,1.640
Transit,2.13194651,1.550
Transit,12.94609780,1.910
Transit,0.66407381,1.210
Transit,14.79674580,0.970
Transit,11.25402929,2.150
Transit,11.47685909,1.540
Transit,2.76122421,1.120
Transit,7.99019627,1.520
Transit,15.79186000,2.370
Transit,82.20017000,2.550
Transit,4.69500134,1.420
Transit,8.63043276,1.660
Transit,3.27646405,1.820
Transit,5.57654784,0.970
Transit,115.68622580,3.190
Transit,3.81371974,1.550
Transit,8.38398650,0.910
Transit,1.68189002,0.970
Transit,7.12811928,1.310
Transit,19.94008740,2.980
Transit,8.45745800,1.020
Transit,27.50868000,2.900
Transit,87.51790500,1.640
Transit,22.24190920,1.370
Transit,9.08237046,1.400
Transit,8.83922659,1.430
Transit,7.56127224,1.420
Transit,16.12888530,2.290
Transit,13.56309720,1.880
Transit,16.29595382,1.910
Transit,18.01621096,2.470
Transit,2.10433812,0.520
Transit,28.84326470,2.370
Transit,16.09200000,2.410
Transit,25.51690000,0.840
Transit,0.67933627,1.440
Transit,11.17269940,1.240
Transit,2.53573424,1.220
Transit,5.44832529,2.100
Transit,3.83309118,1.760
Transit,5.42474928,5.110
Transit,0.84338011,1.380
Transit,87.97321360,3.540
Transit,0.56887443,1.560
Transit,213.25766300,3.110
Transit,2.88676265,1.340
Transit,6.17819600,1.210
Transit,6.41491400,1.280
Transit,18.01019900,1.550
Transit,110.28693740,1.180
Transit,0.86838653,1.700
Transit,11.12830484,4.920
Transit,2.22649109,2.400
Transit,0.96286738,1.610
Transit,0.92990668,1.520
Transit,4.11584468,1.510
Transit,33.87868380,2.860
Transit,42.35142670,4.180
Transit,14.88801098,1.800
Transit,4.52158888,0.980
Transit,9.33646594,2.170
Transit,8.12997600,1.760
Transit,31.51758600,2.840
Transit,10.10769068,1.650
Transit,0.78916165,1.050
Transit,11.87456832,1.370
Transit,109.64718420,2.810
Transit,15.64591713,2.290
Transit,6.26406846,1.450
Transit,23.19868100,1.980
Transit,5.77721211,1.710
Transit,24.40025490,2.410
Transit,0.93511806,0.920
Transit,1.34155513,0.710
Transit,5.31742900,2.000
Transit,10.10578500,1.260
Transit,0.66502692,1.550
Transit,132.99683220,2.990
Transit,2.21571036,1.660
Transit,3.35183158,1.930
Transit,4.76830490,1.840
Transit,44.61695570,2.360
Transit,3.40165668,1.580
Transit,14.00947528,1.030
Transit,27.57227420,1.940
Transit,2.12823928,0.700
Transit,6.00253000,1.810
Transit,11.44870800,1.160
Transit,4.49686040,2.520
Transit,1.76678906,1.730
Transit,0.91614077,0.650
Transit,1.87788275,0.890
Transit,24.75439660,1.800
Transit,76.61337700,2.970
Transit,1.28958811,1.460
Transit,0.63400294,1.530
Transit,3.00913240,1.280
Transit,7.06317341,1.120
Transit,59.49709520,2.830
Transit,11.57890000,2.050
Transit,16.39923500,1.990
Transit,40.52864130,3.400
Transit,3.57554956,0.860
Transit,136.20562600,2.600
Transit,2.94194094,1.250
Transit,13.32196237,2.150
Transit,7.69993485,0.920
Transit,4.77468005,0.800
Transit,2.16457097,1.430
Transit,1.57409027,0.920
Transit,0.67564949,1.650
Transit,25.87314800,2.690
Transit,8.43638700,1.470
Transit,18.73575300,1.880
Transit,20.26416840,1.840
Transit,7.44142113,1.270
Transit,3.44620390,0.730
Transit,2.00541269,0.640
Transit,1.31155557,1.270
Transit,1.29123275,1.160
Transit,10.65276707,2.290
Transit,3.30041920,1.740
Transit,5.30880656,1.050
Transit,0.74092842,1.250
Transit,11.95398936,2.200
